id,Price_euros
181,2081.5505950285146
708,631.005889224585
862,338.4344208939417
1064,1473.9674878527771
702,924.5432902146745
585,1258.3073872357306
195,3059.7352996273694
463,560.1904948074281
14,2932.0323278078076
621,2088.858688361822
1259,1381.754882177956
551,499.2442104082703
358,296.63113352610003
610,539.2499955325114
880,446.8219469150026
655,1301.2254563262993
630,485.8632660763991
483,1808.9894966175332
115,1578.9084562969192
297,1554.699074309974
1162,1663.3365826823763
666,1522.2579412828209
1278,1458.449730802498
777,1482.070104775762
521,2013.4137127093945
93,356.84446374798324
260,836.2607269204016
733,392.07580245469876
908,1116.5634501494844
797,538.9431503812079
71,959.7250569922527
60,1313.2814834333856
608,2134.441326812784
82,400.1216851552823
540,563.6101661733292
761,1638.5106447018654
473,846.5388246576949
183,783.439445209596
186,3069.695789162003
846,450.37730020529295
901,542.9261198713866
912,839.0431993938746
27,979.1192981795198
1127,2029.3725629096753
858,1041.50964084532
958,1841.9711991321415
771,520.3274939898034
930,2968.261423154311
807,320.4330701099425
618,1158.3098835209064
250,1002.2268967323008
334,919.6779203961839
180,969.5743549275076
886,314.35195715970804
394,1093.3246686875113
659,718.0894459193498
764,795.4830863192599
428,232.24806187077388
1231,1365.2811647610342
865,1128.935416445093
1286,1046.8689043995298
635,905.3204084561644
143,675.1659671411646
376,1022.3549653275883
1032,1249.2795654890358
1057,1384.7567791577476
1089,642.0432019084385
87,2441.275533686764
1072,571.8724038135305
211,2120.6065456815404
1003,973.4972646649562
889,3117.898606962288
1066,1814.593812397486
1225,962.0456043377435
146,1490.5659474811252
1044,1200.157178698403
1105,750.6283614041748
59,457.9056213993174
251,1115.5954521200895
954,1128.6950107040536
948,296.3828063623265
887,1830.4448799433358
369,1519.9145720844804
1148,798.897976710726
1062,1275.7664878091534
1135,1501.5797349654797
1180,2080.1389603277476
620,461.73337501621927
304,1986.8411874064996
1048,549.8024389877637
157,685.8112249387323
1128,416.91508466775235
714,1128.935416445093
993,1056.246772640513
689,2068.8435396857153
443,481.751851430266
673,2156.9978307862984
975,936.2206706172908
391,1032.790597238419
810,674.3404869756766
32,608.1734391254054
724,360.78175413138547
287,1507.611773884853
857,1074.4853008133985
1087,749.0841464955475
386,783.472277886762
649,1014.6741759939893
1247,809.003350149338
279,1375.5330261002262
1176,1258.5528330906402
1125,1099.0011177875174
286,778.9683384919247
937,317.91719346885066
508,664.4960150392062
88,938.2745281232222
446,1433.277632852395
336,838.2281963104617
779,1283.8240380776954
224,574.3883674748445
834,1623.1844254362168
238,455.80990471299026
582,1258.2345666274325
726,856.1249213942197
462,1369.9509896641837
863,278.92442964522445
987,1489.237645616224
1118,2263.330533302826
1151,1898.5675324826298
736,1948.9590795983531
957,951.2176879244607
502,1077.3726703577033
811,1202.2787440429743
898,302.54475760852836
802,1612.4584879838849
265,812.5633599002055
1081,631.9188485226273
104,245.00821480357217
675,2239.1165501183264
1209,1247.205385717372
1004,593.653347066283
29,628.870750553504
432,2067.4785902760987
684,1760.0433717272626
240,1445.3713778852225
237,2415.5587470624723
152,1342.2069555147723
725,791.8723051688601
97,437.4630895451095
1155,1471.2521182822795
746,2326.7214196692844
1143,911.3777761345599
592,713.3764838323237
479,1401.2715340691307
1098,504.8501660254602
903,1412.8128857737097
936,1185.1442150508487
539,2543.7443527438463
653,395.328330347067
310,411.0568955666041
892,1186.339411956191
